Date,Pure Gold (24 k),Standard Gold (22 K)
7/12/2012,2938,2747
7/13/2012,2936,2745
7/14/2012,2940.5,2749
7/15/2012,2940.5,2749
7/16/2012,2939,2748
7/17/2012,2951.5,2760
7/18/2012,2943.5,2752
7/19/2012,2942,2751
7/20/2012,2942,2751
7/21/2012,2942,2751
7/22/2012,2942,2751
7/23/2012,2957.5,2765
7/24/2012,2966.5,2774
7/25/2012,3005,2810
7/26/2012,3025,2828
7/27/2012,3025.5,2829
7/28/2012,3021,2825
7/30/2012,3020,2824
7/31/2012,3037.5,2840
8/1/2012,3016,2820
8/2/2012,3000,2805
8/3/2012,2997.5,2803
8/4/2012,3065.5,2811
8/6/2012,2987.5,2793
8/7/2012,3007.5,2812
8/8/2012,2982.5,2789
8/9/2012,2998.5,2804
8/10/2012,2997.5,2803
8/11/2012,3000.5,2805
8/13/2012,3026,2829
8/14/2012,3026.5,2830
8/15/2012,3026.5,2830
8/16/2012,3016.5,2820
8/17/2012,3027.5,2831
8/18/2012,3029,2832
8/19/2012,3029,2832
8/20/2012,3018,2822
8/21/2012,3033,2836
8/22/2012,3041.5,2844
8/23/2012,3068.5,2869
8/24/2012,3110,2908
8/25/2012,3113,2911
8/27/2012,3123.5,2920
8/28/2012,3118.5,2916
8/29/2012,3119.5,2917
8/30/2012,3103.5,2902
8/31/2012,3103.5,2902
9/1/2012,3157.5,2952
9/3/2012,3148.5,2944
9/4/2012,3163,2957
9/5/2012,3178.5,2972
9/6/2012,3196,2988
9/7/2012,3161.5,2956
9/8/2012,3232.5,3022
9/10/2012,3232,3022
9/11/2012,3227,3017
9/12/2012,3225.5,3013
9/13/2012,3225.5,3016
9/14/2012,3252,3041
9/15/2012,3234,3024
9/17/2012,3209,3000
9/18/2012,3198,2990
9/19/2012,3198,2990
9/20/2012,3198,2990
9/21/2012,3221,3012
9/22/2012,3185,2978
9/24/2012,3157.5,2952
9/25/2012,3178,2971
9/26/2012,3173,2967
9/27/2012,3147,2943
9/28/2012,3148.5,2944
9/29/2012,3167,2961
10/1/2012,3132.5,2929
10/2/2012,3132.5,2929
10/3/2012,3125.5,2922
10/4/2012,3115,2913
10/5/2012,3120,2917
10/6/2012,3108,2906
10/7/2012,3108,2906
10/8/2012,3111,2909
10/9/2012,3134,2930
10/10/2012,3143.5,2939
10/11/2012,3137.5,2934
10/12/2012,3136.5,2933
10/13/2012,3125.5,2922
10/15/2012,3112,2910
10/16/2012,3096.5,2895
10/17/2012,3111.5,2909
10/18/2012,3111.5,2909
10/19/2012,3142,2938
10/20/2012,3123,2920
10/22/2012,3105.5,2904
10/23/2012,3105.5,2904
10/24/2012,3094,2893
10/25/2012,3090,2889
10/26/2012,3095.5,2894
10/27/2012,3101,2899
10/29/2012,3106.5,2905
10/30/2012,3116.5,2914
10/31/2012,3109.5,2907
11/1/2012,3114.5,2912
11/2/2012,3088,2887
11/3/2012,3054,2855
11/5/2012,3059,2860
11/6/2012,3096,2895
11/7/2012,3143,2939
11/8/2012,3145,2941.5
11/9/2012,3186,2979
11/10/2012,3188.5,2981
11/12/2012,3190,2983
11/13/2012,3206.5,2998
11/14/2012,3190,2983
11/15/2012,3183,2976
11/16/2012,3163.5,2958
11/17/2012,3180,2973
11/19/2012,3185,2978
11/20/2012,3207,2999
11/21/2012,3201,2993
11/22/2012,3207,2999
11/23/2012,3232,3022
11/24/2012,3273,3060
11/26/2012,3281.5,3068
11/27/2012,3271.5,3059
11/28/2012,3248,3037
11/29/2012,3184,2977
11/30/2012,3168.5,2963
12/1/2012,3154.5,2949
12/3/2012,3156,2951
12/4/2012,3138,2934
12/5/2012,3127.5,2924
12/6/2012,3096,2895
12/7/2012,3110,2908
12/8/2012,3113.5,2911
12/10/2012,3127.5,2924
12/11/2012,3126.5,2923
12/12/2012,3124,2921
12/13/2012,3109.5,2907
12/14/2012,3102.5,2901
12/15/2012,3106.5,2905
12/17/2012,3113.5,2911
12/18/2012,3143,2939
12/19/2012,3076,2876
12/20/2012,3078.5,2878
12/21/2012,3068.5,2869
12/22/2012,3077,2877
12/24/2012,3073.5,2874
12/25/2012,3082.5,2882
12/26/2012,3061,2862
12/27/2012,3063,2864
12/28/2012,3070,2870
12/29/2012,3060.5,2862
12/31/2012,3069,2870
1/1/2013,3076,2876
1/2/2013,3096.5,2895
1/3/2013,3104,2902
1/4/2013,3073,2873
1/5/2013,3081,2881
1/6/2013,3081,2881
1/7/2013,3083.5,2883
1/8/2013,3068.5,2869
1/9/2013,3068.5,2869
1/10/2013,3056,2857
1/11/2013,3072.5,2873
1/12/2013,3074.5,2875
1/14/2013,3074.5,2875
1/15/2013,3077.5,2877
1/16/2013,3094,2893
1/17/2013,3071.5,2872
1/18/2013,3056,2857
1/19/2013,3055,2856
1/21/2013,3062,2863
1/22/2013,3119,2916
1/23/2013,3123,2920
1/24/2013,3096,2895
1/25/2013,3078,2878
1/26/2013,3078,2878
1/28/2013,3068.5,2869
1/29/2013,3062,2863
1/30/2013,3054.5,2856
1/31/2013,3058,2859
2/1/2013,3046.5,2848
2/2/2013,3043.5,2846
2/3/2013,3043.5,2846
2/4/2013,3035,2838
2/5/2013,3055,2856
2/6/2013,3041.5,2844
2/7/2013,3060,2861
2/8/2013,3066.5,2867
2/9/2013,3066.5,2867
2/11/2013,3063,2864
2/12/2013,3050,2852
2/13/2013,3043,2846
2/14/2013,3040.5,2843
2/15/2013,3026.5,2830
2/16/2013,3006,2811
2/18/2013,3009,2813
2/19/2013,3004.5,2809
2/20/2013,2984,2790
2/21/2013,2933.5,2743
2/22/2013,2957,2765
2/23/2013,2948.5,2757
2/25/2013,2944,2753
2/26/2013,2966.5,2774
2/27/2013,2986,2792
2/28/2013,2967,2774
3/1/2013,2953,2761
3/2/2013,2974.5,2781
3/4/2013,2974,2781
3/5/2013,2963.5,2771
3/6/2013,2960,2768
3/7/2013,2961.5,2769
3/8/2013,2946,2755
3/9/2013,2941,2750
3/11/2013,2942.5,2751
3/12/2013,2945,2754
3/13/2013,2958,2766
3/14/2013,2948.5,2757
3/15/2013,2955,2763
3/16/2013,2950,2758
3/18/2013,2977,2783
3/19/2013,2990,2796
3/20/2013,3005.5,2810
3/21/2013,2991.5,2797
3/22/2013,3006,2811
3/23/2013,2995.5,2801
3/25/2013,2980,2786
3/26/2013,2980.5,2787
3/27/2013,2977,2784
3/28/2013,2989.5,2795
3/29/2013,2969,2776
3/30/2013,2986,2792
4/1/2013,2980,2786
4/2/2013,2974.5,2781
4/3/2013,2923,2733
4/4/2013,2906.5,2718
4/5/2013,2918.5,2729
4/6/2013,2973,2780
4/8/2013,2951,2759
4/9/2013,2941.5,2750
4/10/2013,2952,2760
4/11/2013,2952,2760
4/12/2013,2905,2716
4/13/2013,2815.5,2632
4/15/2013,2683,2509
4/16/2013,2610.5,2441
4/17/2013,2593.5,2425
4/18/2013,2608.5,2439
4/19/2013,2637,2466
4/20/2013,2655.5,2483
4/22/2013,2696,2521
4/23/2013,2705,2529
4/24/2013,2705,2529
4/25/2013,2749.5,2571
4/26/2013,2773.5,2593
4/27/2013,2789,2608
4/29/2013,2793.5,2612
4/30/2013,2773.5,2593
5/2/2013,2730,2553
5/3/2013,2773,2593
5/4/2013,2760.5,2581
5/6/2013,2757,2578
5/7/2013,2741,2563
5/8/2013,2721.5,2545
5/9/2013,2752,2573
5/10/2013,2733.5,2556
5/11/2013,2739.5,2561
5/13/2013,2717,2540
5/14/2013,2748,2569
5/15/2013,2709,2533
5/16/2013,2658,2485
5/17/2013,2661,2488
5/18/2013,2649.5,2477
5/20/2013,2616.5,2446
5/21/2013,2658,2485
5/22/2013,2670,2496
5/23/2013,2678,2504
5/24/2013,2673.5,2500
5/25/2013,2676.5,2502
5/27/2013,2677.5,2503
5/28/2013,2663,2490
5/29/2013,2678.5,2504
5/30/2013,2712,2536
5/31/2013,2745,2567
6/1/2013,2708.5,2532
6/3/2013,2718.5,2542
6/4/2013,2729,2552
6/5/2013,2727,2550
6/6/2013,2784,2603
6/7/2013,2812.5,2630
6/8/2013,2769,2589
6/10/2013,2789,2608
6/11/2013,2792.5,2611
6/12/2013,2789.5,2608
6/13/2013,2817.5,2634
6/14/2013,2775,2595
6/15/2013,2799,2617
6/17/2013,2796.5,2615
6/18/2013,2821.5,2638
6/19/2013,2809,2626
6/20/2013,2742,2564
6/21/2013,2712,2536
6/22/2013,2730,2553
6/24/2013,2709.5,2533
6/25/2013,2702,2526
6/26/2013,2628,2457
6/27/2013,2642,2470
6/28/2013,2544,2379
6/29/2013,2606,2437
7/1/2013,2605,2436
7/2/2013,2649.5,2477
7/3/2013,2645,2473
7/4/2013,2646.5,2474
7/5/2013,2624.5,2454
7/6/2013,2628.5,2458
7/8/2013,2622.5,2452
7/9/2013,2641.5,2470
7/10/2013,2643.5,2472
7/11/2013,2689.5,2515
7/12/2013,2680,2506
7/13/2013,2683.5,2509
7/15/2013,2686.5,2512
7/16/2013,2671.5,2498
7/17/2013,2682,2508
7/18/2013,2675.5,2502
7/19/2013,2690.5,2516
7/20/2013,2694.5,2519
7/22/2013,2735,2557
7/23/2013,2775,2595
7/24/2013,2773,2593
7/25/2013,2745,2567
7/26/2013,2790.5,2609
7/27/2013,2805.5,2623
7/29/2013,2817.5,2634
7/30/2013,2842,2657
7/31/2013,2878,2691
8/1/2013,2840.5,2656
8/2/2013,2796,2614
8/3/2013,2845,2660
8/5/2013,2822,2639
8/6/2013,2827,2643
8/7/2013,2799.5,2618
8/8/2013,2824,2640
8/9/2013,2848,2663
8/10/2013,2865,2679
8/12/2013,2898,2710
8/13/2013,2981,2787
8/14/2013,2969.5,2776
8/16/2013,3081,2881
8/17/2013,3150.5,2946
8/19/2013,3142.5,2938
8/20/2013,3135,2931
8/21/2013,3182,2975
8/22/2013,3173,2967
8/23/2013,3202,2994
8/24/2013,3260,3048
8/26/2013,3256.5,3045
8/27/2013,3103,2901
8/28/2013,3178,2971
8/29/2013,3104.5,2903
8/30/2013,3019.5,2823
8/31/2013,3039.5,2842
9/2/2013,3029,2832
9/3/2013,3064,2865
9/4/2013,3017.5,2821
9/5/2013,3030.5,2834
9/6/2013,2997.5,2803
9/7/2013,3031,2834
9/9/2013,3031,2834
9/10/2013,3025.5,2829
9/11/2013,3017,2821
9/12/2013,3012,2816
9/13/2013,3019.5,2823
9/14/2013,3032,2835
9/16/2013,2980,2786
9/17/2013,2999,2804
9/18/2013,2972.5,2779
9/19/2013,3039,2841
9/20/2013,3036.5,2839
9/21/2013,3017,2821
9/23/2013,2998,2803
9/24/2013,2969.5,2776
9/25/2013,2979.5,2786
9/26/2013,2979.5,2786
9/27/2013,2967.5,2775
9/28/2013,3023,2827
9/30/2013,2983,2789
10/1/2013,2973.5,2780
10/2/2013,2973.5,2780
10/3/2013,2938,2747
10/4/2013,2958.5,2766
10/5/2013,2948.5,2757
10/7/2013,2966,2773
10/8/2013,2995,2800
10/9/2013,2995,2800
10/10/2013,3011,2815
10/11/2013,2992.5,2798
10/12/2013,2994.5,2800
10/14/2013,3018,2822
10/15/2013,3019.5,2823
10/16/2013,3050.5,2852
10/17/2013,3101,2899
10/18/2013,3117,2914
10/19/2013,3107,2905
10/21/2013,3126.5,2923
10/22/2013,3153.5,2949
10/23/2013,3186,2979
10/24/2013,3176,2970
10/25/2013,3089,2917
10/26/2013,3089,2917
10/28/2013,3081,2910
10/29/2013,3079,2908
10/30/2013,3079,2908
10/31/2013,3049.5,2880
11/1/2013,3029.5,2861
11/4/2013,3019.5,2851
11/5/2013,3012.5,2845
11/6/2013,3024.5,2856
11/7/2013,3032.5,2863
11/8/2013,3029.5,2861
11/9/2013,3026.5,2858
11/11/2013,3032.5,2863
11/12/2013,3054,2884
11/13/2013,3069,2899
11/14/2013,3089,2917
11/15/2013,3089,2917
11/16/2013,3089,2917
11/18/2013,3079,2908
11/19/2013,3059,2889
11/20/2013,3072,2901
11/21/2013,3056,2886
11/22/2013,3064,2894
11/23/2013,3054,2884
11/25/2013,3044.5,2875
11/26/2013,3054,2884
11/27/2013,3048.5,2879
11/28/2013,3039.5,2870
11/29/2013,3036.5,2867
11/30/2013,3034.5,2865
12/2/2013,3021.5,2853
12/3/2013,3007,2840
12/4/2013,3000,2833
12/5/2013,3011.5,2844
12/6/2013,2998,2831
12/7/2013,2999,2832
12/9/2013,2983,2817
12/10/2013,2987,2821
12/11/2013,2996,2829
12/12/2013,2992,2826
12/13/2013,2979,2813
12/14/2013,2988,2822
12/16/2013,2977,2812
12/17/2013,2974,2809
12/18/2013,2990,2805
12/19/2013,2975,2782
12/20/2013,2970,2776
12/21/2013,2977,2784
12/23/2013,2975,2782
12/24/2013,2975,2782
12/25/2013,2979,2786
12/26/2013,2979,2786
12/27/2013,2975,2782
12/28/2013,2980,2787
12/30/2013,2970,2776
12/31/2013,2953,2760
1/1/2014,2951,2759
1/2/2014,2965,2772
1/3/2014,2975,2782
1/4/2014,2975,2782
1/6/2014,2971,2778
1/7/2014,2972,2779
1/8/2014,2966,2773
1/9/2014,2963,2770
1/10/2014,2965,2772
1/11/2014,2971,2778
1/13/2014,2975,2782
1/14/2014,2957.5,2765
1/15/2014,2946.5,2755
1/16/2014,2972,2779
1/17/2014,2972,2779
1/18/2014,2990,2796
1/20/2014,2998,2803
1/21/2014,2997,2802
1/22/2014,2993,2798
1/23/2014,2987,2793
1/24/2014,2995,2800
1/25/2014,3008,2812
1/27/2014,3013,2817
1/28/2014,2998,2803
1/29/2014,2993,2798
1/30/2014,3000,2805
1/31/2014,2990,2796
2/1/2014,2995,2800
2/3/2014,2997,2802
2/4/2014,3000,2805
2/5/2014,3002,2807
2/6/2014,3005,2810
2/7/2014,3010,2814
2/8/2014,3015,2819
2/10/2014,3017,2821
2/11/2014,3023,2826
2/12/2014,3027,2830
2/13/2014,3036,2839
2/14/2014,3059,2860
2/15/2014,3062,2862
2/17/2014,3085,2885
2/18/2014,3085,2884
2/19/2014,3078,2877
2/20/2014,3087,2886
2/21/2014,3071,2871
2/22/2014,3070,2870
2/24/2014,3075,2875
2/25/2014,3077,2876
2/26/2014,3078,2877
2/27/2014,3065,2865
2/28/2014,3080,2880
3/1/2014,3068,2868
3/3/2014,3084,2884
3/4/2014,3074,2874
3/5/2014,3068,2868
3/6/2014,3040,2842
3/7/2014,3046,2847
3/8/2014,3045,2847
3/10/2014,3034.5,2837
3/11/2014,3032,2835
3/12/2014,3040,2842
3/13/2014,3037,2840
3/14/2014,3037,2840
3/15/2014,3037,2840
3/17/2014,3047,2848
3/18/2014,3029,2836
3/19/2014,3024,2827
3/20/2014,2997,2802
3/21/2014,2997,2802
3/22/2014,2996,2801
3/24/2014,2975,2782
3/25/2014,2940,2749
3/26/2014,2926,2736
3/27/2014,2881,2694
3/28/2014,2885,2698
3/29/2014,2887,2700
3/31/2014,2889,2702
4/1/2014,2884,2697
4/2/2014,2875,2688
4/3/2014,2904,2715
4/4/2014,2915,2725
4/5/2014,2929,2738
4/7/2014,2929,2738
4/8/2014,2940,2749
4/9/2014,2952,2760
4/10/2014,2969,2775
4/11/2014,2971,2778
4/12/2014,2980,2787
4/14/2014,3005,2810
4/15/2014,2994,2799
4/16/2014,2986,2792
4/17/2014,2996,2801
4/18/2014,2994,2799
4/19/2014,2997,2802
4/21/2014,2993,2798
4/22/2014,3004,2809
4/23/2014,3011,2815
4/24/2014,3011,2815
4/25/2014,3011.5,2816
4/26/2014,3019.5,2823
4/28/2014,3016.5,2820
4/29/2014,3005,2810
4/30/2014,3005,2810
5/1/2014,3010,2814
5/2/2014,2995,2800
5/3/2014,3014.5,2819
5/5/2014,3019.5,2823
5/6/2014,3017.5,2821
5/7/2014,3019.5,2823
5/8/2014,2995,2800
5/9/2014,2998,2803
5/10/2014,2996,2801
5/12/2014,2985,2791
5/13/2014,2990,2796
5/14/2014,2985,2791
5/15/2014,2988,2794
5/16/2014,2950.5,2759
5/17/2014,2935.5,2745
5/19/2014,2930.5,2740
5/20/2014,2915.5,2726
5/21/2014,2911,2722
5/22/2014,2831,2647
5/23/2014,2826,2642
5/24/2014,2828.5,2645
5/26/2014,2830,2646
5/27/2014,2832,2648
5/28/2014,2790,2609
5/29/2014,2768,2588
5/30/2014,2760,2581
5/31/2014,2758,2579
6/2/2014,2755,2576
6/3/2014,2741,2563
6/4/2014,2733,2555
6/5/2014,2715,2539
6/6/2014,2725,2548
6/7/2014,2715,2539
6/9/2014,2712,2536
6/10/2014,2714,2538
6/11/2014,2723,2546
6/12/2014,2722,2545
6/13/2014,2761,2582
